iter	Logloss
169	0.1215140011
170	0.1214678272
171	0.1213212066
172	0.1212077631
173	0.1211510564
174	0.1210858724
175	0.1210137394
176	0.1208583821
177	0.1207508415
178	0.120681944
179	0.1206107825
180	0.1205565062
181	0.120058684
182	0.1199585031
183	0.1199250281
184	0.1197592763
185	0.1197292065
186	0.119649078
187	0.1196007957
188	0.1195212552
189	0.1194261118
190	0.1193688229
191	0.1193389333
192	0.1192888608
193	0.1188099892
194	0.1187332979
195	0.1183828269
196	0.1183294302
197	0.1181931015
198	0.118117555
199	0.1178286613
200	0.1177440206
201	0.1176959859
202	0.1176570769
203	0.1176222252
204	0.1175336712
205	0.1174860456
206	0.1173188973
207	0.1172605054
208	0.1171267448
209	0.117014777
210	0.1169631188
211	0.1169298545
212	0.1169012412
213	0.1168448033
214	0.1167127973
215	0.1165057704
216	0.1164370345
217	0.1164023953
218	0.1163673743
219	0.1161054427
220	0.1160145255
221	0.1159490552
222	0.1159118589
223	0.1158084139
224	0.1157122839
225	0.1156484599
226	0.1155491569
227	0.1154989632
228	0.1154632574
229	0.1153136315
230	0.1150101249
231	0.1148894584
232	0.1148215221
233	0.1147634441
234	0.1147315059
235	0.1145457008
236	0.1143288429
237	0.1142660852
238	0.1142351882
239	0.1141111553
240	0.1140217271
241	0.1139844845
242	0.1139562228
243	0.1139201008
244	0.1138721302
245	0.1137877789
246	0.113730235
247	0.1136999946
248	0.1136392217
249	0.113595534
250	0.1135543035
251	0.1135177511
252	0.1134777286
253	0.1134471074
254	0.1134144557
255	0.1133787263
256	0.1132964745
257	0.1132045422
258	0.1131597182
259	0.1130978843
260	0.1130620652
261	0.1128501724
262	0.1127900389
263	0.1127469596
264	0.1127003748
265	0.1126721771
266	0.1123851064
267	0.1123558423
268	0.1123030447
269	0.1122636744
270	0.1122338072
271	0.1121905762
272	0.1121361275
273	0.1121070161
274	0.1120385297
275	0.1119997483
276	0.1119693491
277	0.1119356811
278	0.1118974982
279	0.1118513559
280	0.111822047
281	0.1117691828
282	0.1117321104
283	0.111696176
284	0.1115875457
285	0.1115554987
286	0.1115235962
287	0.1114896789
288	0.1114546918
289	0.111411874
290	0.1113763452
291	0.1113012235
292	0.1112556166
293	0.1112084042
294	0.1111740243
295	0.1111359904
296	0.1111096562
297	0.1110736835
298	0.1110334627
299	0.1109827513
300	0.1109480935
301	0.1109230051
302	0.1108734157
303	0.110835481
304	0.1107865974
305	0.1107544971
306	0.1107201902
307	0.1106351659
308	0.110599858
309	0.1103781723
310	0.1102839474
311	0.1102543148
312	0.1101955747
313	0.1101694458
314	0.1101190014
315	0.1100832222
316	0.1100483631
317	0.1097890275
318	0.1097505262
319	0.1096128591
320	0.1095829222
321	0.1095391418
322	0.1094311609
323	0.1093961123
324	0.1093069014
325	0.1092615485
326	0.1092374292
327	0.1091904746
328	0.1091480648
329	0.1091086266
330	0.1090747313
331	0.1090385226
332	0.1086723733
333	0.1086352117
334	0.1085905884
335	0.1085498335
336	0.108516624
337	0.1084367333
338	0.1084113177
339	0.1083709782
340	0.1083332369
341	0.1082970557
342	0.1082644945
343	0.1082277352
344	0.1081861853
345	0.1081473599
346	0.1081048597
347	0.1080640874
348	0.1080059906
349	0.1079661509
350	0.1079294258
351	0.1078901439
352	0.1078540911
353	0.1078168512
354	0.1077767282
355	0.1077263901
356	0.1076993698
357	0.1076591861
358	0.1076313163
359	0.1075889092
360	0.1075529772
361	0.107517647
362	0.1074653274
363	0.1074344205
364	0.1073959105
365	0.1073271091
366	0.107292305
367	0.1072438731
368	0.1071626882
369	0.1071054513
370	0.1070689039
371	0.1070329272
372	0.1069987805
373	0.1065730416
374	0.1065306651
375	0.1064896408
376	0.1064581475
377	0.1064203856
378	0.1063808484
379	0.1063449389
380	0.1063081681
381	0.1062667996
382	0.1062285575
383	0.1061921458
384	0.1061428126
385	0.1061062207
386	0.1060675097
387	0.1060280394
388	0.1059916147
389	0.1059519522
390	0.1059074546
391	0.1058665211
392	0.1058295715
393	0.1057827361
394	0.1057450287
395	0.1057063377
396	0.1056716102
397	0.1056342214
398	0.1056001992
399	0.1055616222
400	0.1055229
401	0.105485774
402	0.1054438462
403	0.1054036932
404	0.1053610381
405	0.1053266149
406	0.1052890875
407	0.1052486904
408	0.1052169109
409	0.1051781305
410	0.1051415634
411	0.105085704
412	0.1050474149
413	0.1050093069
414	0.104973432
415	0.1049287843
416	0.1048191031
417	0.1047776451
418	0.1047403945
419	0.1047033333
420	0.1046660933
421	0.1046308401
422	0.1045980015
423	0.1045600499
424	0.1045230444
425	0.1044824328
426	0.1044455642
427	0.1044076907
428	0.1043747846
429	0.1043400003
430	0.1043036454
431	0.1042687183
432	0.1042319837
433	0.1041670647
434	0.1041027972
435	0.1040620174
436	0.1040261068
437	0.1039875968
438	0.1039512083
439	0.1038683642
440	0.1038306567
441	0.1037933973
442	0.103759865
443	0.1037261675
444	0.1036883163
445	0.1036511453
446	0.1036126008
447	0.1035777197
448	0.1035425707
449	0.1035068833
450	0.1034726024
451	0.1034372747
452	0.103402235
453	0.1033664271
454	0.1033311082
455	0.1032976341
456	0.103260397
457	0.1032242071
458	0.1031849673
459	0.1031486793
460	0.1031136866
461	0.1030744842
462	0.1030388638
463	0.1030046639
464	0.1029696042
465	0.1029329235
466	0.1028773097
467	0.1027961975
468	0.1027648649
469	0.1027299703
470	0.1026944067
471	0.1026590567
472	0.1026243533
473	0.1025557376
474	0.1025208333
475	0.1024854484
476	0.1024519621
477	0.1024174272
478	0.1023827695
479	0.1023474617
480	0.1023135521
481	0.1022801673
482	0.1022467248
483	0.1022125584
484	0.1021792071
485	0.1021465234
486	0.102113368
487	0.1020798045
488	0.1020474247
489	0.1020128787
490	0.1019796493
491	0.1019454382
492	0.1019128229
493	0.1018792706
494	0.1018456713
495	0.1018121972
496	0.1017804082
497	0.1017448543
498	0.1017122725
499	0.1016802151
500	0.1016476221
501	0.1016163803
502	0.1015849049
503	0.1015535188
504	0.1015224877
505	0.1014806112
506	0.1014489768
507	0.1014172981
508	0.101386133
509	0.1013153191
510	0.1012830375
511	0.1012514058
512	0.1011851453
513	0.1011534578
514	0.1011222394
515	0.1010909961
516	0.1010265583
517	0.100985842
518	0.1009539312
519	0.1009225899
520	0.1008914942
521	0.1008576827
522	0.1008265512
523	0.1007953774
524	0.1007649727
525	0.100733876
526	0.1007029464
527	0.1006725072
528	0.1006416461
529	0.1006085687
530	0.1005779978
531	0.1005480625
532	0.1005175238
533	0.1004877345
534	0.1004578104
535	0.1004270822
536	0.1003963104
537	0.1003661192
538	0.1003362383
539	0.1003061364
540	0.1002762444
541	0.1002462876
542	0.1002164412
543	0.1001868855
544	0.1001423263
545	0.100113006
546	0.1000831712
547	0.1000531908
548	0.1000239129
549	0.09997599241
550	0.09994640185
551	0.09991730264
552	0.09985286331
553	0.09982327374
554	0.09979375021
555	0.09976486319
556	0.09971948872
557	0.09969016715
558	0.09966106898
559	0.09963238292
560	0.09960349826
561	0.09957462242
562	0.09954567027
563	0.09951738859
564	0.09948853507
565	0.09946011697
566	0.09943152226
567	0.09940280406
568	0.09899960715
569	0.09893176204
570	0.09888883314
571	0.09886038161
572	0.09883195237
573	0.09880386044
574	0.09877558987
575	0.09874714067
576	0.09871895941
577	0.09823756813
578	0.09820925056
579	0.0981808772
580	0.0981528631
581	0.09812491405
582	0.09809695615
583	0.09806895223
584	0.09804112698
585	0.09801314445
586	0.0979853415
587	0.09795767127
588	0.09792994649
589	0.09790244549
590	0.09787490073
591	0.09784762263
592	0.09777778887
593	0.09775037585
594	0.09772287581
595	0.09769553071
596	0.09766833075
597	0.09764087403
598	0.09761373027
599	0.09758673131
600	0.09755993475
601	0.0975329037
602	0.09750584796
603	0.09747891598
604	0.0974519492
605	0.09741012333
606	0.09738328208
607	0.09735647299
608	0.09732959825
609	0.09730283289
610	0.09727599028
611	0.0972494505
612	0.0972228759
613	0.09719625797
614	0.0971698387
615	0.09679896105
616	0.0967726222
617	0.09674602292
618	0.09671959481
619	0.09669323232
620	0.09666685772
621	0.09664070742
622	0.09657266032
623	0.0965464542
624	0.09652024801
625	0.09647967285
626	0.09645358956
627	0.0964274616
628	0.09640137963
629	0.09637546292
630	0.09597278039
631	0.09594419486
632	0.09591822423
633	0.09589222038
634	0.09586641527
635	0.09584058779
636	0.09581473995
637	0.09578900183
638	0.09576328603
639	0.09573753868
640	0.09571199041
641	0.09568633274
642	0.0956608068
643	0.09559292725
644	0.09556754837
645	0.0955419689
646	0.0954806553
647	0.09545517636
648	0.09542988486
649	0.09540455067
650	0.09537918142
651	0.09535389192
652	0.09532867859
653	0.09530354312
654	0.09527826511
655	0.0952531858
656	0.09522804147
657	0.09520305149
658	0.09517792985
659	0.09515299571
660	0.09512799687
661	0.09510300921
662	0.09507802152
663	0.09505312224
664	0.09502827841
665	0.09500350156
666	0.0949643222
667	0.0945420285
668	0.09451702966
669	0.09449218727
670	0.0944673448
671	0.09444272332
672	0.09441810286
673	0.09439357308
674	0.09436900843
675	0.09434454433
676	0.09432013602
677	0.09429558383
678	0.09427124157
679	0.09424683457
680	0.09380357618
681	0.09377911329
682	0.09375470391
683	0.09368862308
684	0.09366422627
685	0.09363991971
686	0.09361558426
687	0.09359142149
688	0.09356733688
689	0.09352995217
690	0.09350583317
691	0.09348182542
692	0.09345774685
693	0.09343369713
694	0.09340967954
695	0.09338566237
696	0.09336159587
697	0.09333771692
698	0.09331388921
699	0.09329008383
700	0.09326624954
701	0.0932032953
702	0.09317951784
703	0.0931558399
704	0.09313216297
705	0.09310846364
706	0.09308482473
707	0.09306128738
708	0.0930377109
709	0.09301416136
710	0.09299083055
711	0.09296723307
712	0.0929435788
713	0.09292021546
714	0.09289667194
715	0.09287327512
716	0.09281671386
717	0.09240828136
718	0.09238484912
719	0.09236131311
720	0.09233782182
721	0.09231446447
722	0.09229127232
723	0.09226802625
724	0.09224483411
725	0.09222173229
726	0.09218560483
727	0.09216246855
728	0.09213928428
729	0.09211608886
730	0.09209318806
731	0.09207010295
732	0.09169499823
733	0.09167177485
734	0.09164861279
735	0.09162553827
736	0.09160257689
737	0.091579588
738	0.09155662045
739	0.09153379213
740	0.09151091949
741	0.09148812468
742	0.09146530783
743	0.0914425311
744	0.09141986468
745	0.09139727641
746	0.09137452525
747	0.09135174296
748	0.09132917045
749	0.09130658319
750	0.09128407215
751	0.09101356619
752	0.09099097784
753	0.09095507274
754	0.09093267333
755	0.09087851289
756	0.09085589249
757	0.09083352099
758	0.09081103324
759	0.0907886738
760	0.0907662823
761	0.09074390091
762	0.09072149825
763	0.09069915136
764	0.09067692501
765	0.09065474337
766	0.09063260268
767	0.09061024831
768	0.09058797403
769	0.09056583237
770	0.09054390296
771	0.0905218888
772	0.09049977084
773	0.09047777439
774	0.09045578255
775	0.09043379167
776	0.0904118343
777	0.09038995976
778	0.09036811964
779	0.09034615143
780	0.08991931009
781	0.08963985807
782	0.08961776237
783	0.08959568153
784	0.08956126704
785	0.08953930537
786	0.08948372122
787	0.0894618433
788	0.08944005239
789	0.08941829041
790	0.08939647292
791	0.08937471127
792	0.0893530898
793	0.08933135512
794	0.0893097895
795	0.08928826656
796	0.08926666223
797	0.08924498995
798	0.08922357312
799	0.08920208044
800	0.0891806692
801	0.08915918211
802	0.08913777648
803	0.08911637317
804	0.08909509589
805	0.08907373133
806	0.08905254897
807	0.08903133317
808	0.08897318623
809	0.08893927387
810	0.08891813066
811	0.08889704887
812	0.08887587875
813	0.08885471452
814	0.08847072322
815	0.08844940364
816	0.08840040322
817	0.088379039
818	0.08835778644
819	0.08833665995
820	0.08831560611
821	0.08797415827
822	0.08794962189
823	0.08792864818
824	0.08790755757
825	0.08785047158
826	0.08782935212
827	0.08780827821
828	0.08778734721
829	0.0877663794
830	0.08774546051
831	0.08772459748
832	0.08770373909
833	0.08768296079
834	0.08766196966
835	0.08764115163
836	0.08762038909
837	0.08759954411
838	0.08757886532
839	0.08755827587
840	0.08753764081
841	0.08751707927
842	0.08749654001
843	0.08747586256
844	0.08745531123
845	0.08743472866
846	0.0874140735
847	0.08739362817
848	0.08737316715
849	0.08735274522
850	0.08733222868
851	0.08729903566
852	0.08727863608
853	0.08725826995
854	0.08723793634
855	0.08721757152
856	0.08719725009
857	0.08717705145
858	0.087156864
859	0.08679693441
860	0.08677661304
861	0.08672388856
862	0.0867037225
863	0.08668356959
864	0.08666334212
865	0.08664312806
866	0.08662294199
867	0.08660285503
868	0.08658271259
869	0.08656261581
870	0.08654242409
871	0.08652246554
872	0.08650251165
873	0.08648250385
874	0.08646262807
875	0.08644279239
876	0.08623173559
877	0.08621166106
878	0.08616085166
879	0.08614101495
880	0.0861088279
881	0.08608896001
882	0.08606912561
883	0.08602346863
884	0.08600365095
885	0.08598398828
886	0.08596427443
887	0.08594463969
888	0.08592506636
889	0.08590539154
890	0.08588579689
891	0.08586617923
892	0.08584652808
893	0.08582698268
894	0.08547054545
895	0.08545082604
896	0.08543111995
897	0.08539788941
898	0.08537828389
899	0.08535880552
900	0.08533917766
901	0.08528648019
902	0.08526692492
903	0.08524751351
904	0.08522802427
905	0.08520861286
906	0.08518927405
907	0.08516998547
908	0.08515070711
909	0.08513145855
910	0.08511205213
911	0.08509285943
912	0.08507367592
913	0.08505438306
914	0.08482577076
915	0.08480653335
916	0.08478725623
917	0.08476799588
918	0.08474876436
919	0.08472971581
920	0.08471051129
921	0.08469147391
922	0.08465917572
923	0.08464013274
924	0.08462107339
925	0.08460203042
926	0.08458313269
927	0.08454020695
928	0.08452134268
929	0.08450234473
930	0.08448345251
931	0.08446466083
932	0.08444582351
933	0.08442704392
934	0.08440824012
935	0.08438938606
936	0.08437066789
937	0.0840143365
938	0.08399149836
939	0.08397260614
940	0.08395380325
941	0.08393499508
942	0.08391614878
943	0.08389731831
944	0.08387866058
945	0.08386005773
946	0.08372429596
947	0.08370560376
948	0.083674218
949	0.08362790877
950	0.08360923002
951	0.08359062716
952	0.08357200944
953	0.08355338986
954	0.08353488192
955	0.08351634244
956	0.08349792379
957	0.08323222807
958	0.08321312468
959	0.08319438912
960	0.08317578755
961	0.08315727502
962	0.08313879597
963	0.08309096254
964	0.08307251601
965	0.08305398802
966	0.08303552703
967	0.08301695436
968	0.0829658704
969	0.08294740842
970	0.08292898095
971	0.08291072981
972	0.08288541542
973	0.08285888152
974	0.0828405923
975	0.08282234119
976	0.08280413014
977	0.0827859024
978	0.08276780199
979	0.08254751287
980	0.08252928504
981	0.0825111735
982	0.08249302944
983	0.0824597973
984	0.0824416802
985	0.08242363664
986	0.08240562653
987	0.08238744927
988	0.08236940698
989	0.08235131907
990	0.08233342069
991	0.08231542077
992	0.08229095367
993	0.0822452708
994	0.08222733234
995	0.08220949534
996	0.0821916528
997	0.0821737435
998	0.0821559065
999	0.0821381133
